gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species
VDAC1,7416,ENSG00000213585,VDAC1,7416,ENSG00000213585,7416,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
VDAC2,7417,ENSG00000165637,VDAC2,7417,ENSG00000165637,7417,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
VDAC3,7419,ENSG00000078668,VDAC3,7419,ENSG00000078668,7419,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
AKT1,207,ENSG00000142208,AKT1,207,ENSG00000142208,207,M47523,KEGG_MEDICUS_REFERENCE_MAGI_PTEN_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: MAGI -> PTEN -| PIP3 -> AKT,HS,,,N00342,https://www.kegg.jp/entry/N00342,2026.1.Hs,HS
AKT2,208,ENSG00000105221,AKT2,208,ENSG00000105221,208,M47523,KEGG_MEDICUS_REFERENCE_MAGI_PTEN_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: MAGI -> PTEN -| PIP3 -> AKT,HS,,,N00342,https://www.kegg.jp/entry/N00342,2026.1.Hs,HS
AKT3,10000,ENSG00000117020,AKT3,10000,ENSG00000117020,10000,M47523,KEGG_MEDICUS_REFERENCE_MAGI_PTEN_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: MAGI -> PTEN -| PIP3 -> AKT,HS,,,N00342,https://www.kegg.jp/entry/N00342,2026.1.Hs,HS
MAGI1,9223,ENSG00000151276,MAGI1,9223,ENSG00000151276,9223,M47523,KEGG_MEDICUS_REFERENCE_MAGI_PTEN_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: MAGI -> PTEN -| PIP3 -> AKT,HS,,,N00342,https://www.kegg.jp/entry/N00342,2026.1.Hs,HS
MAGI2,9863,ENSG00000187391,MAGI2,9863,ENSG00000187391,9863,M47523,KEGG_MEDICUS_REFERENCE_MAGI_PTEN_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: MAGI -> PTEN -| PIP3 -> AKT,HS,,,N00342,https://www.kegg.jp/entry/N00342,2026.1.Hs,HS
PTEN,5728,ENSG00000171862,PTEN,5728,ENSG00000171862,5728,M47523,KEGG_MEDICUS_REFERENCE_MAGI_PTEN_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: MAGI -> PTEN -| PIP3 -> AKT,HS,,,N00342,https://www.kegg.jp/entry/N00342,2026.1.Hs,HS
B4GAT1,11041,ENSG00000174684,B4GAT1,11041,ENSG00000174684,11041,M47618,KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_FKTN_TO_LARGE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: G13092+CDP-Rib-ol -- FKTN >> FKRP >> TMEM5 >> B4GAT1 >> LARGE1/2 -> G13099,HS,,,N00699,https://www.kegg.jp/entry/N00699,2026.1.Hs,HS
FKRP,79147,ENSG00000181027,FKRP,79147,ENSG00000181027,79147,M47618,KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_FKTN_TO_LARGE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: G13092+CDP-Rib-ol -- FKTN >> FKRP >> TMEM5 >> B4GAT1 >> LARGE1/2 -> G13099,HS,,,N00699,https://www.kegg.jp/entry/N00699,2026.1.Hs,HS
FKTN,2218,ENSG00000106692,FKTN,2218,ENSG00000106692,2218,M47618,KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_FKTN_TO_LARGE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: G13092+CDP-Rib-ol -- FKTN >> FKRP >> TMEM5 >> B4GAT1 >> LARGE1/2 -> G13099,HS,,,N00699,https://www.kegg.jp/entry/N00699,2026.1.Hs,HS
LARGE1,9215,ENSG00000133424,LARGE1,9215,ENSG00000133424,9215,M47618,KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_FKTN_TO_LARGE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: G13092+CDP-Rib-ol -- FKTN >> FKRP >> TMEM5 >> B4GAT1 >> LARGE1/2 -> G13099,HS,,,N00699,https://www.kegg.jp/entry/N00699,2026.1.Hs,HS
LARGE2,120071,ENSG00000165905,LARGE2,120071,ENSG00000165905,120071,M47618,KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_FKTN_TO_LARGE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: G13092+CDP-Rib-ol -- FKTN >> FKRP >> TMEM5 >> B4GAT1 >> LARGE1/2 -> G13099,HS,,,N00699,https://www.kegg.jp/entry/N00699,2026.1.Hs,HS
RXYLT1,10329,ENSG00000118600,RXYLT1,10329,ENSG00000118600,10329,M47618,KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_FKTN_TO_LARGE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: G13092+CDP-Rib-ol -- FKTN >> FKRP >> TMEM5 >> B4GAT1 >> LARGE1/2 -> G13099,HS,,,N00699,https://www.kegg.jp/entry/N00699,2026.1.Hs,HS
B3GALNT2,148789,ENSG00000162885,B3GALNT2,148789,ENSG00000162885,148789,M47610,KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_POMT_TO_POMK,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Ser/Thr+Man-P-Dol -- POMT1/2 >> POMGNT2 >> B3GALNT2 >> POMK -> G13092,HS,,,N00627,https://www.kegg.jp/entry/N00627,2026.1.Hs,HS
POMGNT2,84892,ENSG00000144647,POMGNT2,84892,ENSG00000144647,84892,M47610,KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_POMT_TO_POMK,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Ser/Thr+Man-P-Dol -- POMT1/2 >> POMGNT2 >> B3GALNT2 >> POMK -> G13092,HS,,,N00627,https://www.kegg.jp/entry/N00627,2026.1.Hs,HS
POMK,84197,ENSG00000185900,POMK,84197,ENSG00000185900,84197,M47610,KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_POMT_TO_POMK,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Ser/Thr+Man-P-Dol -- POMT1/2 >> POMGNT2 >> B3GALNT2 >> POMK -> G13092,HS,,,N00627,https://www.kegg.jp/entry/N00627,2026.1.Hs,HS
POMT1,10585,ENSG00000130714,POMT1,10585,ENSG00000130714,10585,M47610,KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_POMT_TO_POMK,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Ser/Thr+Man-P-Dol -- POMT1/2 >> POMGNT2 >> B3GALNT2 >> POMK -> G13092,HS,,,N00627,https://www.kegg.jp/entry/N00627,2026.1.Hs,HS
POMT2,29954,ENSG00000009830,POMT2,29954,ENSG00000009830,29954,M47610,KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_POMT_TO_POMK,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Ser/Thr+Man-P-Dol -- POMT1/2 >> POMGNT2 >> B3GALNT2 >> POMK -> G13092,HS,,,N00627,https://www.kegg.jp/entry/N00627,2026.1.Hs,HS
AZI2,64343,ENSG00000163512,AZI2,64343,ENSG00000163512,64343,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFIH1,64135,ENSG00000115267,IFIH1,64135,ENSG00000115267,64135,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA1,3439,ENSG00000197919,IFNA1,3439,ENSG00000197919,3439,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA10,3446,ENSG00000186803,IFNA10,3446,ENSG00000186803,3446,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA13,3447,ENSG00000233816,IFNA13,3447,ENSG00000233816,3447,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA14,3448,ENSG00000228083,IFNA14,3448,ENSG00000228083,3448,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA16,3449,ENSG00000147885,IFNA16,3449,ENSG00000147885,3449,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA17,3451,ENSG00000234829,IFNA17,3451,ENSG00000234829,3451,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA2,3440,ENSG00000188379,IFNA2,3440,ENSG00000188379,3440,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA21,3452,ENSG00000137080,IFNA21,3452,ENSG00000137080,3452,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA4,3441,ENSG00000236637,IFNA4,3441,ENSG00000236637,3441,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA5,3442,ENSG00000147873,IFNA5,3442,ENSG00000147873,3442,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA6,3443,ENSG00000120235,IFNA6,3443,ENSG00000120235,3443,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA7,3444,ENSG00000214042,IFNA7,3444,ENSG00000214042,3444,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNA8,3445,ENSG00000120242,IFNA8,3445,ENSG00000120242,3445,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IFNB1,3456,ENSG00000171855,IFNB1,3456,ENSG00000171855,3456,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IKBKE,9641,ENSG00000263528,IKBKE,9641,ENSG00000263528,9641,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IRF3,3661,ENSG00000126456,IRF3,3661,ENSG00000126456,3661,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
IRF7,3665,ENSG00000185507,IRF7,3665,ENSG00000185507,3665,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
MAVS,57506,ENSG00000088888,MAVS,57506,ENSG00000088888,57506,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
TANK,10010,ENSG00000136560,TANK,10010,ENSG00000136560,10010,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
TBK1,29110,ENSG00000183735,TBK1,29110,ENSG00000183735,29110,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
TBKBP1,9755,ENSG00000198933,TBKBP1,9755,ENSG00000198933,9755,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
TRAF3,7187,ENSG00000131323,TRAF3,7187,ENSG00000131323,7187,M47782,KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RNA -> MDA5 -> MAVS -> TRAF3 -> (TANK+NAP1+SINTBAD) -> (TBK1+IKBKE) -> (IRF7,IRF3) => (IFNA,IFNB1)",HS,,,N01308,https://www.kegg.jp/entry/N01308,2026.1.Hs,HS
CCND1,595,ENSG00000110092,CCND1,595,ENSG00000110092,595,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
CCND2,894,ENSG00000118971,CCND2,894,ENSG00000118971,894,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
CCND3,896,ENSG00000112576,CCND3,896,ENSG00000112576,896,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
CDK4,1019,ENSG00000135446,CDK4,1019,ENSG00000135446,1019,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
CDK6,1021,ENSG00000105810,CDK6,1021,ENSG00000105810,1021,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
CDKN1A,1026,ENSG00000124762,CDKN1A,1026,ENSG00000124762,1026,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
CDKN2A,1029,ENSG00000147889,CDKN2A,1029,ENSG00000147889,1029,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
E2F1,1869,ENSG00000101412,E2F1,1869,ENSG00000101412,1869,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
E2F2,1870,ENSG00000007968,E2F2,1870,ENSG00000007968,1870,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
E2F3,1871,ENSG00000112242,E2F3,1871,ENSG00000112242,1871,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
MDM2,4193,ENSG00000135679,MDM2,4193,ENSG00000135679,4193,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
RB1,5925,ENSG00000139687,RB1,5925,ENSG00000139687,5925,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
TP53,7157,ENSG00000141510,TP53,7157,ENSG00000141510,7157,M47416,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCND+CDK4/6) -> RB1 // E2F,HS,,,N00066,https://www.kegg.jp/entry/N00066,2026.1.Hs,HS
CCNE1,898,ENSG00000105173,CCNE1,898,ENSG00000105173,898,M47591,KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00536,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: CDKN2A -| MDM2 -| TP53 => CDKN1A -| (CCNE+CDK2) -> RB1 // E2F,HS,,,N00536,https://www.kegg.jp/entry/N00536,2026.1.Hs,HS
