gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species
GNG5,2787,ENSG00000174021,GNG5,2787,ENSG00000174021,2787,M47549,KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: LPA -> LPAR -> GNB/G -> RHOA,HS,,,N00408,https://www.kegg.jp/entry/N00408,2026.1.Hs,HS
GNG7,2788,ENSG00000176533,GNG7,2788,ENSG00000176533,2788,M47549,KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: LPA -> LPAR -> GNB/G -> RHOA,HS,,,N00408,https://www.kegg.jp/entry/N00408,2026.1.Hs,HS
GNG8,94235,ENSG00000167414,GNG8,94235,ENSG00000167414,94235,M47549,KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: LPA -> LPAR -> GNB/G -> RHOA,HS,,,N00408,https://www.kegg.jp/entry/N00408,2026.1.Hs,HS
GNGT1,2792,ENSG00000127928,GNGT1,2792,ENSG00000127928,2792,M47549,KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: LPA -> LPAR -> GNB/G -> RHOA,HS,,,N00408,https://www.kegg.jp/entry/N00408,2026.1.Hs,HS
GNGT2,2793,ENSG00000167083,GNGT2,2793,ENSG00000167083,2793,M47549,KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: LPA -> LPAR -> GNB/G -> RHOA,HS,,,N00408,https://www.kegg.jp/entry/N00408,2026.1.Hs,HS
LPAR1,1902,ENSG00000198121,LPAR1,1902,ENSG00000198121,1902,M47549,KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: LPA -> LPAR -> GNB/G -> RHOA,HS,,,N00408,https://www.kegg.jp/entry/N00408,2026.1.Hs,HS
LPAR2,9170,ENSG00000064547,LPAR2,9170,ENSG00000064547,9170,M47549,KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: LPA -> LPAR -> GNB/G -> RHOA,HS,,,N00408,https://www.kegg.jp/entry/N00408,2026.1.Hs,HS
LPAR3,23566,ENSG00000171517,LPAR3,23566,ENSG00000171517,23566,M47549,KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: LPA -> LPAR -> GNB/G -> RHOA,HS,,,N00408,https://www.kegg.jp/entry/N00408,2026.1.Hs,HS
LPAR4,2846,ENSG00000147145,LPAR4,2846,ENSG00000147145,2846,M47549,KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: LPA -> LPAR -> GNB/G -> RHOA,HS,,,N00408,https://www.kegg.jp/entry/N00408,2026.1.Hs,HS
LPAR5,57121,ENSG00000184574,LPAR5,57121,ENSG00000184574,57121,M47549,KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: LPA -> LPAR -> GNB/G -> RHOA,HS,,,N00408,https://www.kegg.jp/entry/N00408,2026.1.Hs,HS
RHOA,387,ENSG00000067560,RHOA,387,ENSG00000067560,387,M47549,KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: LPA -> LPAR -> GNB/G -> RHOA,HS,,,N00408,https://www.kegg.jp/entry/N00408,2026.1.Hs,HS
ARHGEF1,9138,ENSG00000076928,ARHGEF1,9138,ENSG00000076928,9138,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
ARHGEF11,9826,ENSG00000132694,ARHGEF11,9826,ENSG00000132694,9826,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
ARHGEF12,23365,ENSG00000196914,ARHGEF12,23365,ENSG00000196914,23365,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
GNA12,2768,ENSG00000146535,GNA12,2768,ENSG00000146535,2768,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
GNA13,10672,ENSG00000120063,GNA13,10672,ENSG00000120063,10672,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
LPAR1,1902,ENSG00000198121,LPAR1,1902,ENSG00000198121,1902,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
LPAR2,9170,ENSG00000064547,LPAR2,9170,ENSG00000064547,9170,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
LPAR3,23566,ENSG00000171517,LPAR3,23566,ENSG00000171517,23566,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
LPAR4,2846,ENSG00000147145,LPAR4,2846,ENSG00000147145,2846,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
LPAR5,57121,ENSG00000184574,LPAR5,57121,ENSG00000184574,57121,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
RHOA,387,ENSG00000067560,RHOA,387,ENSG00000067560,387,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
ROCK1,6093,ENSG00000067900,ROCK1,6093,ENSG00000067900,6093,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
ROCK2,9475,ENSG00000134318,ROCK2,9475,ENSG00000134318,9475,M47731,KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> GNA12/13 -> (ARHGEF12,ARHGEF1,ARHGEF11) -> RHOA -> ROCK1/2",HS,,,N01097,https://www.kegg.jp/entry/N01097,2026.1.Hs,HS
ARHGEF12,23365,ENSG00000196914,ARHGEF12,23365,ENSG00000196914,23365,M47732,KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> (GNAQ,GNA11) -> ARHGEF12 -> RHOA",HS,,,N01104,https://www.kegg.jp/entry/N01104,2026.1.Hs,HS
GNA11,2767,ENSG00000088256,GNA11,2767,ENSG00000088256,2767,M47732,KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> (GNAQ,GNA11) -> ARHGEF12 -> RHOA",HS,,,N01104,https://www.kegg.jp/entry/N01104,2026.1.Hs,HS
GNAQ,2776,ENSG00000156052,GNAQ,2776,ENSG00000156052,2776,M47732,KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> (GNAQ,GNA11) -> ARHGEF12 -> RHOA",HS,,,N01104,https://www.kegg.jp/entry/N01104,2026.1.Hs,HS
LPAR1,1902,ENSG00000198121,LPAR1,1902,ENSG00000198121,1902,M47732,KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> (GNAQ,GNA11) -> ARHGEF12 -> RHOA",HS,,,N01104,https://www.kegg.jp/entry/N01104,2026.1.Hs,HS
LPAR2,9170,ENSG00000064547,LPAR2,9170,ENSG00000064547,9170,M47732,KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> (GNAQ,GNA11) -> ARHGEF12 -> RHOA",HS,,,N01104,https://www.kegg.jp/entry/N01104,2026.1.Hs,HS
LPAR3,23566,ENSG00000171517,LPAR3,23566,ENSG00000171517,23566,M47732,KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> (GNAQ,GNA11) -> ARHGEF12 -> RHOA",HS,,,N01104,https://www.kegg.jp/entry/N01104,2026.1.Hs,HS
LPAR4,2846,ENSG00000147145,LPAR4,2846,ENSG00000147145,2846,M47732,KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> (GNAQ,GNA11) -> ARHGEF12 -> RHOA",HS,,,N01104,https://www.kegg.jp/entry/N01104,2026.1.Hs,HS
LPAR5,57121,ENSG00000184574,LPAR5,57121,ENSG00000184574,57121,M47732,KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> (GNAQ,GNA11) -> ARHGEF12 -> RHOA",HS,,,N01104,https://www.kegg.jp/entry/N01104,2026.1.Hs,HS
RHOA,387,ENSG00000067560,RHOA,387,ENSG00000067560,387,M47732,KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: LPA -> LPAR -> (GNAQ,GNA11) -> ARHGEF12 -> RHOA",HS,,,N01104,https://www.kegg.jp/entry/N01104,2026.1.Hs,HS
CALM1,801,ENSG00000198668,CALM1,801,ENSG00000198668,801,M47954,KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: PI(3.5)P2 -> MCOLN1 -> Ca2+(cyto) -> CALM == CN -> TFEB,HS,,,N01644,https://www.kegg.jp/entry/N01644,2026.1.Hs,HS
CALM2,805,ENSG00000143933,CALM2,805,ENSG00000143933,805,M47954,KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: PI(3.5)P2 -> MCOLN1 -> Ca2+(cyto) -> CALM == CN -> TFEB,HS,,,N01644,https://www.kegg.jp/entry/N01644,2026.1.Hs,HS
CALM3,808,ENSG00000160014,CALM3,808,ENSG00000160014,808,M47954,KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: PI(3.5)P2 -> MCOLN1 -> Ca2+(cyto) -> CALM == CN -> TFEB,HS,,,N01644,https://www.kegg.jp/entry/N01644,2026.1.Hs,HS
MCOLN1,57192,ENSG00000090674,MCOLN1,57192,ENSG00000090674,57192,M47954,KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: PI(3.5)P2 -> MCOLN1 -> Ca2+(cyto) -> CALM == CN -> TFEB,HS,,,N01644,https://www.kegg.jp/entry/N01644,2026.1.Hs,HS
PPP3CA,5530,ENSG00000138814,PPP3CA,5530,ENSG00000138814,5530,M47954,KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: PI(3.5)P2 -> MCOLN1 -> Ca2+(cyto) -> CALM == CN -> TFEB,HS,,,N01644,https://www.kegg.jp/entry/N01644,2026.1.Hs,HS
PPP3CB,5532,ENSG00000107758,PPP3CB,5532,ENSG00000107758,5532,M47954,KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: PI(3.5)P2 -> MCOLN1 -> Ca2+(cyto) -> CALM == CN -> TFEB,HS,,,N01644,https://www.kegg.jp/entry/N01644,2026.1.Hs,HS
PPP3CC,5533,ENSG00000120910,PPP3CC,5533,ENSG00000120910,5533,M47954,KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: PI(3.5)P2 -> MCOLN1 -> Ca2+(cyto) -> CALM == CN -> TFEB,HS,,,N01644,https://www.kegg.jp/entry/N01644,2026.1.Hs,HS
PPP3R1,5534,ENSG00000221823,PPP3R1,5534,ENSG00000221823,5534,M47954,KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: PI(3.5)P2 -> MCOLN1 -> Ca2+(cyto) -> CALM == CN -> TFEB,HS,,,N01644,https://www.kegg.jp/entry/N01644,2026.1.Hs,HS
PPP3R2,5535,ENSG00000188386,PPP3R2,5535,ENSG00000188386,5535,M47954,KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: PI(3.5)P2 -> MCOLN1 -> Ca2+(cyto) -> CALM == CN -> TFEB,HS,,,N01644,https://www.kegg.jp/entry/N01644,2026.1.Hs,HS
TFEB,7942,ENSG00000112561,TFEB,7942,ENSG00000112561,7942,M47954,KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: PI(3.5)P2 -> MCOLN1 -> Ca2+(cyto) -> CALM == CN -> TFEB,HS,,,N01644,https://www.kegg.jp/entry/N01644,2026.1.Hs,HS
CHRM1,1128,ENSG00000168539,CHRM1,1128,ENSG00000168539,1128,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
CHRM3,1131,ENSG00000133019,CHRM3,1131,ENSG00000133019,1131,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
CHRM5,1133,ENSG00000184984,CHRM5,1133,ENSG00000184984,1133,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
CYCS,54205,ENSG00000172115,CYCS,54205,ENSG00000172115,54205,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
GNAQ,2776,ENSG00000156052,GNAQ,2776,ENSG00000156052,2776,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
ITPR1,3708,ENSG00000150995,ITPR1,3708,ENSG00000150995,3708,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
ITPR2,3709,ENSG00000123104,ITPR2,3709,ENSG00000123104,3709,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
ITPR3,3710,ENSG00000096433,ITPR3,3710,ENSG00000096433,3710,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
MCU,90550,ENSG00000156026,MCU,90550,ENSG00000156026,90550,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
PLCB1,23236,ENSG00000182621,PLCB1,23236,ENSG00000182621,23236,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
PLCB2,5330,ENSG00000137841,PLCB2,5330,ENSG00000137841,5330,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
PLCB3,5331,ENSG00000149782,PLCB3,5331,ENSG00000149782,5331,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
PLCB4,5332,ENSG00000101333,PLCB4,5332,ENSG00000101333,5332,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
SLC25A31,83447,ENSG00000151475,SLC25A31,83447,ENSG00000151475,83447,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
SLC25A4,291,ENSG00000151729,SLC25A4,291,ENSG00000151729,291,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
SLC25A5,292,ENSG00000005022,SLC25A5,292,ENSG00000005022,292,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
SLC25A6,293,ENSG00000169100,SLC25A6,293,ENSG00000169100,293,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
SLC25A6,293,ENSG00000292334,SLC25A6,293,ENSG00000292334,293,M47688,KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: ACh -> mAChR -> GNAQ -> PLCB -> IP3 -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01000,https://www.kegg.jp/entry/N01000,2026.1.Hs,HS
